Instance,Algorithm,RandomStarts,Run,FinalFitness
esc32c.dat,SA,51,1,642
esc32c.dat,TS,51,1,642
esc32c.dat,G-2swap,51,2,646
esc32c.dat,S-2swap,51,2,642
esc32c.dat,SA,51,2,642
esc32c.dat,TS,51,2,642
esc32c.dat,G-2swap,51,3,646
esc32c.dat,S-2swap,51,3,642
esc32c.dat,SA,51,3,642
esc32c.dat,TS,51,3,642
esc32c.dat,G-2swap,51,4,646
esc32c.dat,S-2swap,51,4,642
esc32c.dat,SA,51,4,642
esc32c.dat,TS,51,4,642
esc32c.dat,G-2swap,51,5,646
esc32c.dat,S-2swap,51,5,642
esc32c.dat,SA,51,5,642
esc32c.dat,TS,51,5,642
esc32c.dat,G-2swap,52,1,642
esc32c.dat,S-2swap,52,1,642
esc32c.dat,SA,52,1,642
esc32c.dat,TS,52,1,642
esc32c.dat,G-2swap,52,2,642
esc32c.dat,S-2swap,52,2,642
esc32c.dat,SA,52,2,642
esc32c.dat,TS,52,2,642
esc32c.dat,G-2swap,52,3,664
esc32c.dat,S-2swap,52,3,642
esc32c.dat,SA,52,3,642
esc32c.dat,TS,52,3,642
esc32c.dat,G-2swap,52,4,642
esc32c.dat,S-2swap,52,4,642
esc32c.dat,SA,52,4,642
esc32c.dat,TS,52,4,642
esc32c.dat,G-2swap,52,5,642
esc32c.dat,S-2swap,52,5,642
esc32c.dat,SA,52,5,642
esc32c.dat,TS,52,5,642
esc32c.dat,G-2swap,53,1,646
esc32c.dat,S-2swap,53,1,642
esc32c.dat,SA,53,1,642
esc32c.dat,TS,53,1,642
esc32c.dat,G-2swap,53,2,642
esc32c.dat,S-2swap,53,2,642
esc32c.dat,SA,53,2,642
esc32c.dat,TS,53,2,642
esc32c.dat,G-2swap,53,3,682
esc32c.dat,S-2swap,53,3,642
esc32c.dat,SA,53,3,642
esc32c.dat,TS,53,3,642
esc32c.dat,G-2swap,53,4,646
esc32c.dat,S-2swap,53,4,642
esc32c.dat,SA,53,4,642
esc32c.dat,TS,53,4,642
esc32c.dat,G-2swap,53,5,642
esc32c.dat,S-2swap,53,5,662
esc32c.dat,SA,53,5,642
esc32c.dat,TS,53,5,642
esc32c.dat,G-2swap,54,1,646
esc32c.dat,S-2swap,54,1,642
esc32c.dat,SA,54,1,642
esc32c.dat,TS,54,1,642
esc32c.dat,G-2swap,54,2,642
esc32c.dat,S-2swap,54,2,642
esc32c.dat,SA,54,2,642
esc32c.dat,TS,54,2,642
esc32c.dat,G-2swap,54,3,642
esc32c.dat,S-2swap,54,3,642
esc32c.dat,SA,54,3,642
esc32c.dat,TS,54,3,642
esc32c.dat,G-2swap,54,4,654
esc32c.dat,S-2swap,54,4,654
esc32c.dat,SA,54,4,642
esc32c.dat,TS,54,4,642
esc32c.dat,G-2swap,54,5,642
esc32c.dat,S-2swap,54,5,642
esc32c.dat,SA,54,5,642
esc32c.dat,TS,54,5,642
esc32c.dat,G-2swap,55,1,642
esc32c.dat,S-2swap,55,1,642
esc32c.dat,SA,55,1,642
esc32c.dat,TS,55,1,642
esc32c.dat,G-2swap,55,2,642
esc32c.dat,S-2swap,55,2,646
esc32c.dat,SA,55,2,642
esc32c.dat,TS,55,2,642
esc32c.dat,G-2swap,55,3,642
esc32c.dat,S-2swap,55,3,642
esc32c.dat,SA,55,3,642
esc32c.dat,TS,55,3,642
esc32c.dat,G-2swap,55,4,642
esc32c.dat,S-2swap,55,4,642
esc32c.dat,SA,55,4,642
esc32c.dat,TS,55,4,642
esc32c.dat,G-2swap,55,5,646
esc32c.dat,S-2swap,55,5,642
esc32c.dat,SA,55,5,642
esc32c.dat,TS,55,5,642
esc32c.dat,G-2swap,56,1,642
esc32c.dat,S-2swap,56,1,642
esc32c.dat,SA,56,1,642
esc32c.dat,TS,56,1,642
esc32c.dat,G-2swap,56,2,642
esc32c.dat,S-2swap,56,2,646
esc32c.dat,SA,56,2,642
esc32c.dat,TS,56,2,642
esc32c.dat,G-2swap,56,3,684
esc32c.dat,S-2swap,56,3,646
esc32c.dat,SA,56,3,642
esc32c.dat,TS,56,3,642
esc32c.dat,G-2swap,56,4,644
esc32c.dat,S-2swap,56,4,646
esc32c.dat,SA,56,4,642
esc32c.dat,TS,56,4,642
esc32c.dat,G-2swap,56,5,642
esc32c.dat,S-2swap,56,5,646
esc32c.dat,SA,56,5,642
esc32c.dat,TS,56,5,642
esc32c.dat,G-2swap,57,1,642
esc32c.dat,S-2swap,57,1,642
esc32c.dat,SA,57,1,642
esc32c.dat,TS,57,1,642
esc32c.dat,G-2swap,57,2,642
esc32c.dat,S-2swap,57,2,646
esc32c.dat,SA,57,2,642
esc32c.dat,TS,57,2,642
esc32c.dat,G-2swap,57,3,642
esc32c.dat,S-2swap,57,3,646
esc32c.dat,SA,57,3,642
esc32c.dat,TS,57,3,642
esc32c.dat,G-2swap,57,4,642
esc32c.dat,S-2swap,57,4,642
esc32c.dat,SA,57,4,642
esc32c.dat,TS,57,4,642
esc32c.dat,G-2swap,57,5,662
esc32c.dat,S-2swap,57,5,646
esc32c.dat,SA,57,5,642
esc32c.dat,TS,57,5,642
esc32c.dat,G-2swap,58,1,644
esc32c.dat,S-2swap,58,1,642
esc32c.dat,SA,58,1,642
esc32c.dat,TS,58,1,642
esc32c.dat,G-2swap,58,2,646
esc32c.dat,S-2swap,58,2,682
esc32c.dat,SA,58,2,642
esc32c.dat,TS,58,2,642
esc32c.dat,G-2swap,58,3,642
esc32c.dat,S-2swap,58,3,642
esc32c.dat,SA,58,3,642
esc32c.dat,TS,58,3,642
esc32c.dat,G-2swap,58,4,642
esc32c.dat,S-2swap,58,4,642
esc32c.dat,SA,58,4,642
esc32c.dat,TS,58,4,642
esc32c.dat,G-2swap,58,5,644
esc32c.dat,S-2swap,58,5,642
esc32c.dat,SA,58,5,642
esc32c.dat,TS,58,5,642
esc32c.dat,G-2swap,59,1,642
esc32c.dat,S-2swap,59,1,642
esc32c.dat,SA,59,1,642
esc32c.dat,TS,59,1,642
esc32c.dat,G-2swap,59,2,642
esc32c.dat,S-2swap,59,2,642
esc32c.dat,SA,59,2,642
esc32c.dat,TS,59,2,642
esc32c.dat,G-2swap,59,3,654
esc32c.dat,S-2swap,59,3,646
esc32c.dat,SA,59,3,642
esc32c.dat,TS,59,3,642
esc32c.dat,G-2swap,59,4,642
esc32c.dat,S-2swap,59,4,682
esc32c.dat,SA,59,4,642
esc32c.dat,TS,59,4,642
esc32c.dat,G-2swap,59,5,642
esc32c.dat,S-2swap,59,5,642
esc32c.dat,SA,59,5,642
esc32c.dat,TS,59,5,642
esc32c.dat,G-2swap,60,1,646
esc32c.dat,S-2swap,60,1,642
esc32c.dat,SA,60,1,642
esc32c.dat,TS,60,1,642
esc32c.dat,G-2swap,60,2,642
esc32c.dat,S-2swap,60,2,642
esc32c.dat,SA,60,2,642
esc32c.dat,TS,60,2,642
esc32c.dat,G-2swap,60,3,642
esc32c.dat,S-2swap,60,3,646
esc32c.dat,SA,60,3,642
esc32c.dat,TS,60,3,642
esc32c.dat,G-2swap,60,4,654
esc32c.dat,S-2swap,60,4,642
esc32c.dat,SA,60,4,642
esc32c.dat,TS,60,4,642
esc32c.dat,G-2swap,60,5,642
esc32c.dat,S-2swap,60,5,642
esc32c.dat,SA,60,5,642
esc32c.dat,TS,60,5,642
esc32c.dat,G-2swap,61,1,646
esc32c.dat,S-2swap,61,1,642
esc32c.dat,SA,61,1,642
esc32c.dat,TS,61,1,642
esc32c.dat,G-2swap,61,2,646
esc32c.dat,S-2swap,61,2,642
esc32c.dat,SA,61,2,642
esc32c.dat,TS,61,2,642
esc32c.dat,G-2swap,61,3,646
esc32c.dat,S-2swap,61,3,654
esc32c.dat,SA,61,3,642
esc32c.dat,TS,61,3,642
esc32c.dat,G-2swap,61,4,682
esc32c.dat,S-2swap,61,4,642
esc32c.dat,SA,61,4,642
esc32c.dat,TS,61,4,642
esc32c.dat,G-2swap,61,5,642
esc32c.dat,S-2swap,61,5,642
esc32c.dat,SA,61,5,642
esc32c.dat,TS,61,5,642
esc32c.dat,G-2swap,62,1,642
esc32c.dat,S-2swap,62,1,642
esc32c.dat,SA,62,1,642
esc32c.dat,TS,62,1,642
esc32c.dat,G-2swap,62,2,646
esc32c.dat,S-2swap,62,2,646
esc32c.dat,SA,62,2,642
esc32c.dat,TS,62,2,642
esc32c.dat,G-2swap,62,3,642
esc32c.dat,S-2swap,62,3,642
esc32c.dat,SA,62,3,642
esc32c.dat,TS,62,3,642
esc32c.dat,G-2swap,62,4,642
esc32c.dat,S-2swap,62,4,642
esc32c.dat,SA,62,4,642
esc32c.dat,TS,62,4,642
esc32c.dat,G-2swap,62,5,654
esc32c.dat,S-2swap,62,5,642
esc32c.dat,SA,62,5,642
esc32c.dat,TS,62,5,642
esc32c.dat,G-2swap,63,1,642
esc32c.dat,S-2swap,63,1,642
esc32c.dat,SA,63,1,642
esc32c.dat,TS,63,1,642
esc32c.dat,G-2swap,63,2,646
esc32c.dat,S-2swap,63,2,672
esc32c.dat,SA,63,2,642
esc32c.dat,TS,63,2,642
esc32c.dat,G-2swap,63,3,642
esc32c.dat,S-2swap,63,3,642
esc32c.dat,SA,63,3,642
esc32c.dat,TS,63,3,642
esc32c.dat,G-2swap,63,4,642
esc32c.dat,S-2swap,63,4,642
esc32c.dat,SA,63,4,642
esc32c.dat,TS,63,4,642
esc32c.dat,G-2swap,63,5,642
esc32c.dat,S-2swap,63,5,654
esc32c.dat,SA,63,5,642
esc32c.dat,TS,63,5,642
esc32c.dat,G-2swap,64,1,642
esc32c.dat,S-2swap,64,1,642
esc32c.dat,SA,64,1,642
esc32c.dat,TS,64,1,642
esc32c.dat,G-2swap,64,2,642
esc32c.dat,S-2swap,64,2,654
esc32c.dat,SA,64,2,642
esc32c.dat,TS,64,2,642
esc32c.dat,G-2swap,64,3,646
esc32c.dat,S-2swap,64,3,642
esc32c.dat,SA,64,3,642
esc32c.dat,TS,64,3,642
esc32c.dat,G-2swap,64,4,646
esc32c.dat,S-2swap,64,4,646
esc32c.dat,SA,64,4,642
esc32c.dat,TS,64,4,642
esc32c.dat,G-2swap,64,5,642
esc32c.dat,S-2swap,64,5,642
esc32c.dat,SA,64,5,642
esc32c.dat,TS,64,5,642
esc32c.dat,G-2swap,65,1,646
esc32c.dat,S-2swap,65,1,642
esc32c.dat,SA,65,1,642
esc32c.dat,TS,65,1,642
esc32c.dat,G-2swap,65,2,662
esc32c.dat,S-2swap,65,2,642
esc32c.dat,SA,65,2,642
esc32c.dat,TS,65,2,642
esc32c.dat,G-2swap,65,3,642
esc32c.dat,S-2swap,65,3,646
esc32c.dat,SA,65,3,642
esc32c.dat,TS,65,3,642
esc32c.dat,G-2swap,65,4,644
esc32c.dat,S-2swap,65,4,642
esc32c.dat,SA,65,4,642
esc32c.dat,TS,65,4,642
esc32c.dat,G-2swap,65,5,644
esc32c.dat,S-2swap,65,5,682
esc32c.dat,SA,65,5,642
esc32c.dat,TS,65,5,642
esc32c.dat,G-2swap,66,1,646
esc32c.dat,S-2swap,66,1,642
esc32c.dat,SA,66,1,642
esc32c.dat,TS,66,1,642
esc32c.dat,G-2swap,66,2,646
esc32c.dat,S-2swap,66,2,642
esc32c.dat,SA,66,2,642
esc32c.dat,TS,66,2,642
esc32c.dat,G-2swap,66,3,642
esc32c.dat,S-2swap,66,3,642
esc32c.dat,SA,66,3,642
esc32c.dat,TS,66,3,642
esc32c.dat,G-2swap,66,4,642
esc32c.dat,S-2swap,66,4,642
esc32c.dat,SA,66,4,642
esc32c.dat,TS,66,4,642
esc32c.dat,G-2swap,66,5,642
esc32c.dat,S-2swap,66,5,642
esc32c.dat,SA,66,5,642
esc32c.dat,TS,66,5,642
esc32c.dat,G-2swap,67,1,642
esc32c.dat,S-2swap,67,1,642
esc32c.dat,SA,67,1,642
esc32c.dat,TS,67,1,642
esc32c.dat,G-2swap,67,2,656
esc32c.dat,S-2swap,67,2,642
esc32c.dat,SA,67,2,642
esc32c.dat,TS,67,2,642
esc32c.dat,G-2swap,67,3,682
esc32c.dat,S-2swap,67,3,646
esc32c.dat,SA,67,3,642
esc32c.dat,TS,67,3,642
esc32c.dat,G-2swap,67,4,642
esc32c.dat,S-2swap,67,4,642
esc32c.dat,SA,67,4,642
esc32c.dat,TS,67,4,642
esc32c.dat,G-2swap,67,5,646
esc32c.dat,S-2swap,67,5,642
esc32c.dat,SA,67,5,642
esc32c.dat,TS,67,5,642
esc32c.dat,G-2swap,68,1,642
esc32c.dat,S-2swap,68,1,646
esc32c.dat,SA,68,1,642
esc32c.dat,TS,68,1,642
esc32c.dat,G-2swap,68,2,642
esc32c.dat,S-2swap,68,2,642
esc32c.dat,SA,68,2,642
esc32c.dat,TS,68,2,642
esc32c.dat,G-2swap,68,3,644
esc32c.dat,S-2swap,68,3,642
esc32c.dat,SA,68,3,642
esc32c.dat,TS,68,3,642
esc32c.dat,G-2swap,68,4,642
esc32c.dat,S-2swap,68,4,672
esc32c.dat,SA,68,4,642
esc32c.dat,TS,68,4,642
esc32c.dat,G-2swap,68,5,646
esc32c.dat,S-2swap,68,5,646
esc32c.dat,SA,68,5,642
esc32c.dat,TS,68,5,642
esc32c.dat,G-2swap,69,1,646
esc32c.dat,S-2swap,69,1,642
esc32c.dat,SA,69,1,642
esc32c.dat,TS,69,1,642
esc32c.dat,G-2swap,69,2,644
esc32c.dat,S-2swap,69,2,642
esc32c.dat,SA,69,2,642
esc32c.dat,TS,69,2,642
esc32c.dat,G-2swap,69,3,662
esc32c.dat,S-2swap,69,3,642
esc32c.dat,SA,69,3,642
esc32c.dat,TS,69,3,642
esc32c.dat,G-2swap,69,4,642
esc32c.dat,S-2swap,69,4,642
esc32c.dat,SA,69,4,642
esc32c.dat,TS,69,4,642
esc32c.dat,G-2swap,69,5,642
esc32c.dat,S-2swap,69,5,642
esc32c.dat,SA,69,5,642
esc32c.dat,TS,69,5,642
esc32c.dat,G-2swap,70,1,642
esc32c.dat,S-2swap,70,1,646
esc32c.dat,SA,70,1,642
esc32c.dat,TS,70,1,642
esc32c.dat,G-2swap,70,2,642
esc32c.dat,S-2swap,70,2,642
esc32c.dat,SA,70,2,642
esc32c.dat,TS,70,2,642
esc32c.dat,G-2swap,70,3,646
esc32c.dat,S-2swap,70,3,684
esc32c.dat,SA,70,3,642
esc32c.dat,TS,70,3,642
esc32c.dat,G-2swap,70,4,682
esc32c.dat,S-2swap,70,4,642
esc32c.dat,SA,70,4,642
esc32c.dat,TS,70,4,642
esc32c.dat,G-2swap,70,5,642
esc32c.dat,S-2swap,70,5,642
esc32c.dat,SA,70,5,642
esc32c.dat,TS,70,5,642
esc32c.dat,G-2swap,71,1,642
esc32c.dat,S-2swap,71,1,642
esc32c.dat,SA,71,1,642
esc32c.dat,TS,71,1,642
esc32c.dat,G-2swap,71,2,648
esc32c.dat,S-2swap,71,2,642
esc32c.dat,SA,71,2,642
esc32c.dat,TS,71,2,642
esc32c.dat,G-2swap,71,3,642
esc32c.dat,S-2swap,71,3,642
esc32c.dat,SA,71,3,642
esc32c.dat,TS,71,3,642
esc32c.dat,G-2swap,71,4,642
esc32c.dat,S-2swap,71,4,642
esc32c.dat,SA,71,4,642
esc32c.dat,TS,71,4,642
esc32c.dat,G-2swap,71,5,642
esc32c.dat,S-2swap,71,5,642
esc32c.dat,SA,71,5,642
esc32c.dat,TS,71,5,642
esc32c.dat,G-2swap,72,1,642
esc32c.dat,S-2swap,72,1,642
esc32c.dat,SA,72,1,642
esc32c.dat,TS,72,1,642
esc32c.dat,G-2swap,72,2,648
esc32c.dat,S-2swap,72,2,642
esc32c.dat,SA,72,2,642
esc32c.dat,TS,72,2,642
esc32c.dat,G-2swap,72,3,642
esc32c.dat,S-2swap,72,3,642
esc32c.dat,SA,72,3,642
esc32c.dat,TS,72,3,642
esc32c.dat,G-2swap,72,4,642
esc32c.dat,S-2swap,72,4,642
esc32c.dat,SA,72,4,642
esc32c.dat,TS,72,4,642
esc32c.dat,G-2swap,72,5,642
esc32c.dat,S-2swap,72,5,642
esc32c.dat,SA,72,5,642
esc32c.dat,TS,72,5,642
esc32c.dat,G-2swap,73,1,646
esc32c.dat,S-2swap,73,1,642
esc32c.dat,SA,73,1,642
esc32c.dat,TS,73,1,642
esc32c.dat,G-2swap,73,2,642
esc32c.dat,S-2swap,73,2,642
esc32c.dat,SA,73,2,642
esc32c.dat,TS,73,2,642
esc32c.dat,G-2swap,73,3,682
esc32c.dat,S-2swap,73,3,642
esc32c.dat,SA,73,3,642
esc32c.dat,TS,73,3,642
esc32c.dat,G-2swap,73,4,642
esc32c.dat,S-2swap,73,4,646
esc32c.dat,SA,73,4,642
esc32c.dat,TS,73,4,642
esc32c.dat,G-2swap,73,5,642
esc32c.dat,S-2swap,73,5,642
esc32c.dat,SA,73,5,642
esc32c.dat,TS,73,5,642
esc32c.dat,G-2swap,74,1,654
esc32c.dat,S-2swap,74,1,642
esc32c.dat,SA,74,1,642
esc32c.dat,TS,74,1,642
esc32c.dat,G-2swap,74,2,690
esc32c.dat,S-2swap,74,2,642
esc32c.dat,SA,74,2,642
esc32c.dat,TS,74,2,642
esc32c.dat,G-2swap,74,3,642
esc32c.dat,S-2swap,74,3,642
esc32c.dat,SA,74,3,642
esc32c.dat,TS,74,3,642
esc32c.dat,G-2swap,74,4,646
esc32c.dat,S-2swap,74,4,642
esc32c.dat,SA,74,4,642
esc32c.dat,TS,74,4,642
esc32c.dat,G-2swap,74,5,646
esc32c.dat,S-2swap,74,5,642
esc32c.dat,SA,74,5,642
esc32c.dat,TS,74,5,642
esc32c.dat,G-2swap,75,1,642
esc32c.dat,S-2swap,75,1,642
esc32c.dat,SA,75,1,642
esc32c.dat,TS,75,1,642
esc32c.dat,G-2swap,75,2,642
esc32c.dat,S-2swap,75,2,642
esc32c.dat,SA,75,2,642
esc32c.dat,TS,75,2,642
esc32c.dat,G-2swap,75,3,644
esc32c.dat,S-2swap,75,3,642
esc32c.dat,SA,75,3,642
esc32c.dat,TS,75,3,642
esc32c.dat,G-2swap,75,4,642
esc32c.dat,S-2swap,75,4,642
esc32c.dat,SA,75,4,642
esc32c.dat,TS,75,4,642
esc32c.dat,G-2swap,75,5,672
esc32c.dat,S-2swap,75,5,642
esc32c.dat,SA,75,5,642
esc32c.dat,TS,75,5,642
esc32c.dat,G-2swap,76,1,642
esc32c.dat,S-2swap,76,1,646
esc32c.dat,SA,76,1,642
esc32c.dat,TS,76,1,642
esc32c.dat,G-2swap,76,2,646
esc32c.dat,S-2swap,76,2,642
esc32c.dat,SA,76,2,642
esc32c.dat,TS,76,2,642
esc32c.dat,G-2swap,76,3,644
esc32c.dat,S-2swap,76,3,642
esc32c.dat,SA,76,3,642
esc32c.dat,TS,76,3,642
esc32c.dat,G-2swap,76,4,642
esc32c.dat,S-2swap,76,4,642
esc32c.dat,SA,76,4,642
esc32c.dat,TS,76,4,642
esc32c.dat,G-2swap,76,5,642
esc32c.dat,S-2swap,76,5,642
esc32c.dat,SA,76,5,642
esc32c.dat,TS,76,5,642
esc32c.dat,G-2swap,77,1,644
esc32c.dat,S-2swap,77,1,642
esc32c.dat,SA,77,1,642
esc32c.dat,TS,77,1,642
esc32c.dat,G-2swap,77,2,664
esc32c.dat,S-2swap,77,2,642
esc32c.dat,SA,77,2,642
esc32c.dat,TS,77,2,642
esc32c.dat,G-2swap,77,3,646
esc32c.dat,S-2swap,77,3,654
esc32c.dat,SA,77,3,642
esc32c.dat,TS,77,3,642
esc32c.dat,G-2swap,77,4,662
esc32c.dat,S-2swap,77,4,642
esc32c.dat,SA,77,4,642
esc32c.dat,TS,77,4,642
esc32c.dat,G-2swap,77,5,642
esc32c.dat,S-2swap,77,5,644
esc32c.dat,SA,77,5,642
esc32c.dat,TS,77,5,642
esc32c.dat,G-2swap,78,1,642
esc32c.dat,S-2swap,78,1,642
esc32c.dat,SA,78,1,642
esc32c.dat,TS,78,1,642
esc32c.dat,G-2swap,78,2,646
esc32c.dat,S-2swap,78,2,642
esc32c.dat,SA,78,2,642
esc32c.dat,TS,78,2,642
esc32c.dat,G-2swap,78,3,646
esc32c.dat,S-2swap,78,3,642
esc32c.dat,SA,78,3,642
esc32c.dat,TS,78,3,642
esc32c.dat,G-2swap,78,4,642
esc32c.dat,S-2swap,78,4,642
esc32c.dat,SA,78,4,642
esc32c.dat,TS,78,4,642
esc32c.dat,G-2swap,78,5,644
esc32c.dat,S-2swap,78,5,642
esc32c.dat,SA,78,5,642
esc32c.dat,TS,78,5,642
esc32c.dat,G-2swap,79,1,662
esc32c.dat,S-2swap,79,1,642
esc32c.dat,SA,79,1,642
esc32c.dat,TS,79,1,642
esc32c.dat,G-2swap,79,2,646
esc32c.dat,S-2swap,79,2,642
esc32c.dat,SA,79,2,642
esc32c.dat,TS,79,2,642
esc32c.dat,G-2swap,79,3,642
esc32c.dat,S-2swap,79,3,642
esc32c.dat,SA,79,3,642
esc32c.dat,TS,79,3,642
esc32c.dat,G-2swap,79,4,642
esc32c.dat,S-2swap,79,4,642
esc32c.dat,SA,79,4,642
esc32c.dat,TS,79,4,642
esc32c.dat,G-2swap,79,5,642
esc32c.dat,S-2swap,79,5,642
esc32c.dat,SA,79,5,642
esc32c.dat,TS,79,5,642
esc32c.dat,G-2swap,80,1,642
esc32c.dat,S-2swap,80,1,662
esc32c.dat,SA,80,1,642
esc32c.dat,TS,80,1,642
esc32c.dat,G-2swap,80,2,642
esc32c.dat,S-2swap,80,2,642
esc32c.dat,SA,80,2,642
esc32c.dat,TS,80,2,642
esc32c.dat,G-2swap,80,3,662
esc32c.dat,S-2swap,80,3,642
esc32c.dat,SA,80,3,642
esc32c.dat,TS,80,3,642
esc32c.dat,G-2swap,80,4,642
esc32c.dat,S-2swap,80,4,642
esc32c.dat,SA,80,4,642
esc32c.dat,TS,80,4,642
esc32c.dat,G-2swap,80,5,642
esc32c.dat,S-2swap,80,5,642
esc32c.dat,SA,80,5,642
esc32c.dat,TS,80,5,642
esc32c.dat,G-2swap,81,1,648
esc32c.dat,S-2swap,81,1,642
esc32c.dat,SA,81,1,642
esc32c.dat,TS,81,1,642
esc32c.dat,G-2swap,81,2,642
esc32c.dat,S-2swap,81,2,682
esc32c.dat,SA,81,2,642
esc32c.dat,TS,81,2,642
esc32c.dat,G-2swap,81,3,642
esc32c.dat,S-2swap,81,3,642
esc32c.dat,SA,81,3,642
esc32c.dat,TS,81,3,642
esc32c.dat,G-2swap,81,4,648
esc32c.dat,S-2swap,81,4,642
esc32c.dat,SA,81,4,642
esc32c.dat,TS,81,4,642
esc32c.dat,G-2swap,81,5,658
esc32c.dat,S-2swap,81,5,682
esc32c.dat,SA,81,5,642
esc32c.dat,TS,81,5,642
esc32c.dat,G-2swap,82,1,678
esc32c.dat,S-2swap,82,1,642
esc32c.dat,SA,82,1,642
esc32c.dat,TS,82,1,642
esc32c.dat,G-2swap,82,2,642
esc32c.dat,S-2swap,82,2,642
esc32c.dat,SA,82,2,642
esc32c.dat,TS,82,2,642
esc32c.dat,G-2swap,82,3,642
esc32c.dat,S-2swap,82,3,642
esc32c.dat,SA,82,3,642
esc32c.dat,TS,82,3,642
esc32c.dat,G-2swap,82,4,646
esc32c.dat,S-2swap,82,4,642
esc32c.dat,SA,82,4,642
esc32c.dat,TS,82,4,642
esc32c.dat,G-2swap,82,5,642
esc32c.dat,S-2swap,82,5,642
esc32c.dat,SA,82,5,642
esc32c.dat,TS,82,5,642
esc32c.dat,G-2swap,83,1,646
esc32c.dat,S-2swap,83,1,642
esc32c.dat,SA,83,1,642
esc32c.dat,TS,83,1,642
esc32c.dat,G-2swap,83,2,646
esc32c.dat,S-2swap,83,2,642
esc32c.dat,SA,83,2,642
esc32c.dat,TS,83,2,642
esc32c.dat,G-2swap,83,3,642
esc32c.dat,S-2swap,83,3,642
esc32c.dat,SA,83,3,642
esc32c.dat,TS,83,3,642
esc32c.dat,G-2swap,83,4,642
esc32c.dat,S-2swap,83,4,642
esc32c.dat,SA,83,4,642
esc32c.dat,TS,83,4,642
esc32c.dat,G-2swap,83,5,642
esc32c.dat,S-2swap,83,5,646
esc32c.dat,SA,83,5,642
esc32c.dat,TS,83,5,642
esc32c.dat,G-2swap,84,1,646
esc32c.dat,S-2swap,84,1,642
esc32c.dat,SA,84,1,642
esc32c.dat,TS,84,1,642
esc32c.dat,G-2swap,84,2,642
esc32c.dat,S-2swap,84,2,642
esc32c.dat,SA,84,2,642
esc32c.dat,TS,84,2,642
esc32c.dat,G-2swap,84,3,642
esc32c.dat,S-2swap,84,3,642
esc32c.dat,SA,84,3,642
esc32c.dat,TS,84,3,642
esc32c.dat,G-2swap,84,4,646
esc32c.dat,S-2swap,84,4,642
esc32c.dat,SA,84,4,642
esc32c.dat,TS,84,4,642
esc32c.dat,G-2swap,84,5,642
esc32c.dat,S-2swap,84,5,646
esc32c.dat,SA,84,5,642
esc32c.dat,TS,84,5,642
esc32c.dat,G-2swap,85,1,642
esc32c.dat,S-2swap,85,1,642
esc32c.dat,SA,85,1,642
esc32c.dat,TS,85,1,642
esc32c.dat,G-2swap,85,2,646
esc32c.dat,S-2swap,85,2,666
esc32c.dat,SA,85,2,642
esc32c.dat,TS,85,2,642
esc32c.dat,G-2swap,85,3,664
esc32c.dat,S-2swap,85,3,642
esc32c.dat,SA,85,3,642
esc32c.dat,TS,85,3,642
esc32c.dat,G-2swap,85,4,642
esc32c.dat,S-2swap,85,4,642
esc32c.dat,SA,85,4,642
esc32c.dat,TS,85,4,642
esc32c.dat,G-2swap,85,5,642
esc32c.dat,S-2swap,85,5,642
esc32c.dat,SA,85,5,642
esc32c.dat,TS,85,5,642
esc32c.dat,G-2swap,86,1,642
esc32c.dat,S-2swap,86,1,646
esc32c.dat,SA,86,1,642
esc32c.dat,TS,86,1,642
esc32c.dat,G-2swap,86,2,642
esc32c.dat,S-2swap,86,2,642
esc32c.dat,SA,86,2,642
esc32c.dat,TS,86,2,642
esc32c.dat,G-2swap,86,3,642
esc32c.dat,S-2swap,86,3,646
esc32c.dat,SA,86,3,642
esc32c.dat,TS,86,3,642
esc32c.dat,G-2swap,86,4,646
esc32c.dat,S-2swap,86,4,642
esc32c.dat,SA,86,4,642
esc32c.dat,TS,86,4,642
esc32c.dat,G-2swap,86,5,642
esc32c.dat,S-2swap,86,5,642
esc32c.dat,SA,86,5,642
esc32c.dat,TS,86,5,642
esc32c.dat,G-2swap,87,1,642
esc32c.dat,S-2swap,87,1,646
esc32c.dat,SA,87,1,642
esc32c.dat,TS,87,1,642
esc32c.dat,G-2swap,87,2,642
esc32c.dat,S-2swap,87,2,642
esc32c.dat,SA,87,2,642
esc32c.dat,TS,87,2,642
esc32c.dat,G-2swap,87,3,642
esc32c.dat,S-2swap,87,3,642
esc32c.dat,SA,87,3,642
esc32c.dat,TS,87,3,642
esc32c.dat,G-2swap,87,4,642
esc32c.dat,S-2swap,87,4,642
esc32c.dat,SA,87,4,642
esc32c.dat,TS,87,4,642
esc32c.dat,G-2swap,87,5,642
esc32c.dat,S-2swap,87,5,642
esc32c.dat,SA,87,5,642
esc32c.dat,TS,87,5,642
esc32c.dat,G-2swap,88,1,646
esc32c.dat,S-2swap,88,1,642
esc32c.dat,SA,88,1,642
esc32c.dat,TS,88,1,642
esc32c.dat,G-2swap,88,2,662
esc32c.dat,S-2swap,88,2,642
esc32c.dat,SA,88,2,642
esc32c.dat,TS,88,2,642
esc32c.dat,G-2swap,88,3,642
esc32c.dat,S-2swap,88,3,642
esc32c.dat,SA,88,3,642
esc32c.dat,TS,88,3,642
esc32c.dat,G-2swap,88,4,642
esc32c.dat,S-2swap,88,4,642
esc32c.dat,SA,88,4,642
esc32c.dat,TS,88,4,642
esc32c.dat,G-2swap,88,5,662
